span_type_info,_xact_id,input,output,error,expected,tags,scores,metrics,metadata,created,id,span_id,__bt_assignments,comments
[object Object],1000195883236488468,"{""query"":""Testing Braintrust traces with Vercel AI SDK"",""searchType"":""hybrid""}","{""resultsCount"":20,""success"":true}",,,,{},"{""answer_length"":null,""cached"":null,""completion_tokens"":0,""duration"":1.136000156402588,""duration_ms"":null,""end"":1759200796.716,""errors"":0,""estimated_cost"":null,""llm_calls"":0,""llm_duration"":null,""llm_errors"":0,""prompt_cache_creation_tokens"":0,""prompt_cached_tokens"":0,""prompt_tokens"":0,""results_count"":null,""start"":1759200795.58,""success"":1,""time_to_first_token"":null,""tool_calls"":0,""tool_errors"":0,""total_duration_ms"":11464,""total_tokens"":0}","{""event"":""search-api-complete"",""timestamp"":""2025-09-30T02:53:16.715Z""}",2025-09-30T02:53:16.715Z,8350e38c-4bd7-4fa7-92fd-ac05d11f4e5c,31b5f494-2a98-4a5a-9261-d1da556b4439,,
[object Object],1000195883236422458,"{""query"":""Testing Braintrust traces with Vercel AI SDK"",""resultsCount"":20}","{""answer"":""I apologize, but I don't see any information in the provided documents that is directly relevant to \""Testing Braintrust traces with Vercel AI SDK\"". The documents primarily contain information about:\n\n1. Advanced Navigation - A robotics and AI navigation technology company, including details about their:\n- Funding rounds\n- Product portfolio\n- Financial performance\n- Company operations\n- Risk assessments\n\n2. Loopit Holdings Pty Ltd - Only contains a consent document for issuing shares\n\nNone of the documents contain any information about Braintrust traces or the Vercel AI SDK. To properly answer a query about testing Braintrust traces with Vercel AI SDK, we would need documents containing:\n\n- Information about Braintrust and its tracing capabilities\n- Details about the Vercel AI SDK\n- Testing procedures or methodologies\n- Implementation examples or results\n\nWould you like to know about something specific from the available documents instead? Or would you like to rephrase your query?"",""confidence"":""high""}",,,,{},"{""answer_length"":994,""cached"":null,""completion_tokens"":0,""duration"":9.833999872207642,""duration_ms"":7113,""end"":1759200795.58,""errors"":0,""estimated_cost"":null,""llm_calls"":0,""llm_duration"":null,""llm_errors"":0,""prompt_cache_creation_tokens"":0,""prompt_cached_tokens"":0,""prompt_tokens"":0,""results_count"":null,""start"":1759200785.746,""success"":null,""time_to_first_token"":null,""tool_calls"":0,""tool_errors"":0,""total_duration_ms"":null,""total_tokens"":0}","{""event"":""claude-answer-generated"",""timestamp"":""2025-09-30T02:53:15.58Z""}",2025-09-30T02:53:15.580Z,71af774c-c7b5-4098-b44a-d29e6a8d277a,96fa6df0-33f5-41a4-91cf-a9b3d4a49b07,,
[object Object],1000195883235830756,"{""query"":""Testing Braintrust traces with Vercel AI SDK"",""searchType"":""hybrid"",""useOptimizedCollection"":true}","{""resultsCount"":20}",,,,{},"{""answer_length"":null,""cached"":null,""completion_tokens"":0,""duration"":0.5,""duration_ms"":492,""end"":1759200785.746,""errors"":0,""estimated_cost"":null,""llm_calls"":0,""llm_duration"":null,""llm_errors"":0,""prompt_cache_creation_tokens"":0,""prompt_cached_tokens"":0,""prompt_tokens"":0,""results_count"":20,""start"":1759200785.246,""success"":null,""time_to_first_token"":null,""tool_calls"":0,""tool_errors"":0,""total_duration_ms"":null,""total_tokens"":0}","{""event"":""weaviate-search"",""timestamp"":""2025-09-30T02:53:05.745Z""}",2025-09-30T02:53:05.745Z,14612978-8020-4e12-8881-39aab3f1ed20,e9c6edb3-55bb-488c-8dd7-a1fe812c00d7,,
[object Object],1000195883235830756,"{""test"":""initialization""}","{""status"":""logger_created""}",,,,{},"{""answer_length"":null,""cached"":null,""completion_tokens"":0,""duration"":0.006000041961669922,""duration_ms"":null,""end"":1759200785.246,""errors"":0,""estimated_cost"":null,""llm_calls"":0,""llm_duration"":null,""llm_errors"":0,""prompt_cache_creation_tokens"":0,""prompt_cached_tokens"":0,""prompt_tokens"":0,""results_count"":null,""start"":1759200785.24,""success"":null,""time_to_first_token"":null,""tool_calls"":0,""tool_errors"":0,""total_duration_ms"":null,""total_tokens"":0}","{""timestamp"":""2025-09-30T02:53:05.24Z""}",2025-09-30T02:53:05.243Z,61cef044-b45a-4068-8ece-b6540c865360,629d24ec-8d42-4e79-8684-4330bdd926a2,,
[object Object],1000195883235107440,"{""limit"":2,""query"":""Testing if Braintrust traces are working""}",{},,,,{},"{""answer_length"":null,""cached"":null,""completion_tokens"":0,""confidence_score"":null,""duration"":null,""duration_ms"":8983,""end"":null,""errors"":0,""estimated_cost"":null,""llm_calls"":0,""llm_duration"":null,""llm_errors"":0,""prompt_cache_creation_tokens"":0,""prompt_cached_tokens"":0,""prompt_tokens"":0,""start"":null,""success"":1,""time_to_first_token"":null,""tool_calls"":0,""tool_errors"":0,""total_tokens"":0}","{""operation"":""search-optimized-api"",""timestamp"":""2025-09-30T02:52:55.779Z""}",2025-09-30T02:52:56.999Z,6d2676a4-509f-4795-a926-27be9d6e28c2,9c8abfb9-768f-4954-b3cc-7ff1ce847ab1,,
[object Object],1000195883235107438,"{""companiesCount"":3,""query"":""Testing if Braintrust traces are working"",""resultsCount"":20}","{""answer"":""I can confirm that the system is working and I have access to your portfolio documents. Based on the provided context, I can see information for three portfolio companies:\n\n**Advanced Navigation** - 13 documents available (general and financial_statement types)\n- A Perth-founded robotics and AI startup working on navigation technology\n- Currently scaling production of Boreas D90 optics to 1 unit per day by end of April\n- In Series B fundraising discussions with KKR as of July 2022\n- Developing underwater drones (Hydrus) and fiber optic gyroscope technology\n\n**Amaka** - 4 documents available (general type)\n- Board meeting from November 2021 shows investors including Upswell Ventures, Jelix Ventures, and Our Innovation Fund\n- Has established incident response and monitoring systems using Google Stackdriver\n\n**Wonde** - 3 documents available (general type)  \n- Appears to be in the education technology space, working with Catholic schools\n- Planning international expansion to the Middle East\n- Recently hired additional sales staff and has 150 new leads from market research\n\nThe trace system is capturing detailed document content including board updates, operational metrics, and strategic initiatives across your portfolio. Is there specific information about any of these companies you'd like me to analyze further?"",""confidence"":""high"",""sources"":5}",,,,{},"{""answer_length"":1330,""cached"":null,""completion_tokens"":0,""confidence_score"":1,""duration"":null,""duration_ms"":8330,""end"":null,""errors"":0,""estimated_cost"":null,""llm_calls"":0,""llm_duration"":null,""llm_errors"":0,""prompt_cache_creation_tokens"":0,""prompt_cached_tokens"":0,""prompt_tokens"":0,""start"":null,""success"":null,""time_to_first_token"":null,""tool_calls"":0,""tool_errors"":0,""total_tokens"":0}","{""operation"":""claude-generate-answer"",""timestamp"":""2025-09-30T02:52:55.774Z""}",2025-09-30T02:52:57.012Z,ccbf6f69-bdb4-481c-af32-690260efa829,74f9c1fb-f119-47c0-983b-f0a531e39ef5,,
[object Object],1000195883234515882,"{""query"":""Testing if Braintrust traces are working"",""searchType"":""hybrid"",""useOptimizedCollection"":true}","{""resultsCount"":20}",,,,{},"{""cached"":null,""completion_tokens"":0,""duration"":null,""duration_ms"":647,""end"":null,""errors"":0,""estimated_cost"":null,""llm_calls"":0,""llm_duration"":null,""llm_errors"":0,""prompt_cache_creation_tokens"":0,""prompt_cached_tokens"":0,""prompt_tokens"":0,""results_count"":20,""start"":null,""time_to_first_token"":null,""tool_calls"":0,""tool_errors"":0,""total_tokens"":0}","{""operation"":""weaviate-search"",""timestamp"":""2025-09-30T02:52:47.443Z""}",2025-09-30T02:52:48.289Z,77c47e30-b002-4f0a-92c8-5d9a3b20aa82,b42bde24-1617-44bc-a22f-fba27ca830ce,,
[object Object],1000195883225439848,"{""test"":""initialization""}","{""status"":""logger_created""}",,,,{},"{""cached"":null,""completion_tokens"":0,""duration"":0.006000041961669922,""end"":1759200628.819,""errors"":0,""estimated_cost"":null,""llm_calls"":0,""llm_duration"":null,""llm_errors"":0,""prompt_cache_creation_tokens"":0,""prompt_cached_tokens"":0,""prompt_tokens"":0,""start"":1759200628.813,""time_to_first_token"":null,""tool_calls"":0,""tool_errors"":0,""total_tokens"":0}","{""timestamp"":""2025-09-30T02:50:28.814Z""}",2025-09-30T02:50:28.816Z,dac89811-fc13-4c50-8d1e-f1c987aec77d,507a3d83-cf10-4eaf-972b-0a1c786bb463,,
[object Object],1000195883225242674,"{""test"":""initialization""}","{""status"":""logger_created""}",,,,{},"{""cached"":null,""completion_tokens"":0,""duration"":0.006999969482421875,""end"":1759200626.083,""errors"":0,""estimated_cost"":null,""llm_calls"":0,""llm_duration"":null,""llm_errors"":0,""prompt_cache_creation_tokens"":0,""prompt_cached_tokens"":0,""prompt_tokens"":0,""start"":1759200626.076,""time_to_first_token"":null,""tool_calls"":0,""tool_errors"":0,""total_tokens"":0}","{""timestamp"":""2025-09-30T02:50:26.077Z""}",2025-09-30T02:50:26.079Z,5e68e12e-c54b-4374-991e-a7bb735661b3,6af9ee22-a4fa-4a43-ab53-b64ac69dea14,,
[object Object],1000195883208468734,"{""limit"":2,""query"":""Show me portfolio companies""}",{},,,,{},"{""answer_length"":null,""cached"":null,""completion_tokens"":0,""confidence_score"":null,""duration"":null,""duration_ms"":11838,""end"":null,""errors"":0,""estimated_cost"":null,""llm_calls"":0,""llm_duration"":null,""llm_errors"":0,""prompt_cache_creation_tokens"":0,""prompt_cached_tokens"":0,""prompt_tokens"":0,""start"":null,""success"":1,""time_to_first_token"":null,""tool_calls"":0,""tool_errors"":0,""total_tokens"":0}","{""operation"":""search-optimized-api"",""timestamp"":""2025-09-30T02:46:09.571Z""}",2025-09-30T02:46:10.832Z,2a0f094e-af97-424b-acc7-f5631314b5a8,b40d238b-d47a-4972-a044-40c24f298e8e,,
[object Object],1000195883208468725,"{""companiesCount"":7,""query"":""Show me portfolio companies"",""resultsCount"":20}","{""answer"":""Based on the portfolio documents, here are the portfolio companies I can identify:\n\n## Portfolio Companies:\n\n**1. Advanced Navigation / Advanced Navigation Pty Ltd**\n- **Business**: Navigation systems technology company\n- **Key Details**: Developing revolutionary neural network-based navigation systems for autonomous systems across subsea, marine, land, air and space\n- **Financial Performance**: FY22 sales of ~$25M with Spatial FOG as top product ($9M in sales)\n- **Stage**: Series B capital raise in 2022\n- **Documents**: Investment memos available\n\n**2. AmazingCo / AmazingCo Group Pty Ltd**\n- **Documentation**: Extensive deal documentation including disclosure letters, investment memos, shareholders deeds, purchase agreements, and financial statements\n- **Investors**: Multiple parties including Rampersand Investment Fund, Artesian VC funds, and others\n- **Documents**: 9 total documents across both entities\n\n**3. Amaka Holdings Pty Ltd**\n- **Documentation**: Investment memos and general corporate documents available\n- **Documents**: 5 documents including detailed shareholder agreements\n\n**4. Circle In**\n- **Business**: Digital employee benefits platform for working caregivers\n- **Focus**: Partnering with progressive workplaces to support working caregivers and parents\n- **Stage**: Company overview from April 2022 available\n- **Documents**: 1 general document\n\n**5. Wonde Limited**\n- **Status**: Appears to be in transaction process with LDC\n- **Details**: Management team and employees supportive of transaction, conditional on various legal agreements\n- **Documents**: 1 general document\n\nThe portfolio shows a diverse mix of companies ranging from deep tech (Advanced Navigation) to HR tech (Circle In), with varying levels of documentation suggesting different investment stages and involvement levels."",""confidence"":""high"",""sources"":14}",,,,{},"{""answer_length"":1826,""cached"":null,""completion_tokens"":0,""confidence_score"":1,""duration"":null,""duration_ms"":11328,""end"":null,""errors"":0,""estimated_cost"":null,""llm_calls"":0,""llm_duration"":null,""llm_errors"":0,""prompt_cache_creation_tokens"":0,""prompt_cached_tokens"":0,""prompt_tokens"":0,""start"":null,""success"":null,""time_to_first_token"":null,""tool_calls"":0,""tool_errors"":0,""total_tokens"":0}","{""operation"":""claude-generate-answer"",""timestamp"":""2025-09-30T02:46:09.564Z""}",2025-09-30T02:46:10.791Z,862dc1b8-4759-4817-a488-ab9f74545cd1,98dedd50-361c-46ab-bdc6-e3f919d71643,,
[object Object],1000195883207745028,"{""query"":""Show me portfolio companies venture capital investment terms governance"",""searchType"":""hybrid"",""useOptimizedCollection"":true}","{""resultsCount"":20}",,,,{},"{""cached"":null,""completion_tokens"":0,""duration"":null,""duration_ms"":501,""end"":null,""errors"":0,""estimated_cost"":null,""llm_calls"":0,""llm_duration"":null,""llm_errors"":0,""prompt_cache_creation_tokens"":0,""prompt_cached_tokens"":0,""prompt_tokens"":0,""results_count"":20,""start"":null,""time_to_first_token"":null,""tool_calls"":0,""tool_errors"":0,""total_tokens"":0}","{""operation"":""weaviate-search"",""timestamp"":""2025-09-30T02:45:58.234Z""}",2025-09-30T02:45:59.439Z,90bc0fcd-78a1-45d8-a5aa-c03882a21582,6e8e1172-5166-4eca-b228-65bf648374db,,
[object Object],1000195882936779816,"{""test"":""Final integration test"",""timestamp"":""2025-09-30T01:37:02Z""}","{""processed"":true,""timestamp"":""2025-09-30T01:37:02.393Z""}",,,,{},"{""cached"":null,""completion_tokens"":0,""duration"":0.0070002079010009766,""end"":1759196222.4,""errors"":0,""estimated_cost"":null,""llm_calls"":0,""llm_duration"":null,""llm_errors"":0,""prompt_cache_creation_tokens"":0,""prompt_cached_tokens"":0,""prompt_tokens"":0,""request_size"":73,""start"":1759196222.393,""success"":1,""time_to_first_token"":null,""tool_calls"":0,""tool_errors"":0,""total_tokens"":0}","{""endpoint"":""test-braintrust-direct"",""method"":""POST""}",2025-09-30T01:37:02.396Z,5f5ce73c-76ec-4a4b-a246-03a62bea66e4,c8725515-1dae-4378-bb17-83c6641942bc,,
[object Object],1000195882920195340,"{""query"":""test search"",""timestamp"":""2025-09-30T01:32:49Z""}","{""processed"":true,""timestamp"":""2025-09-30T01:32:49.986Z""}",,,,{},"{""cached"":null,""completion_tokens"":0,""duration"":0.0009999275207519531,""end"":1759195969.987,""errors"":0,""estimated_cost"":null,""llm_calls"":0,""llm_duration"":null,""llm_errors"":0,""prompt_cache_creation_tokens"":0,""prompt_cached_tokens"":0,""prompt_tokens"":0,""request_size"":58,""start"":1759195969.986,""success"":1,""time_to_first_token"":null,""tool_calls"":0,""tool_errors"":0,""total_tokens"":0}","{""endpoint"":""test-braintrust-direct"",""method"":""POST""}",2025-09-30T01:32:49.987Z,0f764dd5-4cd9-4cca-b918-c626cba56b1f,729fd373-3bdb-4781-8e8f-720705a0002f,,
[object Object],1000195882919274464,"{""test"":""direct-api-test"",""timestamp"":""2025-09-30T01:32:35.734Z""}","{""endpoint"":""test-braintrust-direct"",""message"":""Test successful""}",,,,{},"{""cached"":null,""completion_tokens"":0,""duration"":0.00800013542175293,""end"":1759195955.742,""errors"":0,""estimated_cost"":null,""llm_calls"":0,""llm_duration"":null,""llm_errors"":0,""prompt_cache_creation_tokens"":0,""prompt_cached_tokens"":0,""prompt_tokens"":0,""start"":1759195955.734,""success"":1,""test_value"":1,""time_to_first_token"":null,""tool_calls"":0,""tool_errors"":0,""total_tokens"":0}","{""environment"":""development"",""source"":""api-test""}",2025-09-30T01:32:35.737Z,f99ec804-5e9a-4ff4-9678-c1387df5d530,fb0b6d76-7783-4d54-9992-23e64673ee96,,